transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_price,cost_price,profit
145939,2023-06-27,15:10:12,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
145940,2023-06-27,15:11:37,3,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,6.0,1.4,1.8000000000000003
145941,2023-06-27,15:11:37,1,5,Lower Manhattan,82,12.0,Branded,Housewares,I Need My Bean! Diner mug,12.0,8.399999999999999,3.6000000000000014
145942,2023-06-27,15:11:58,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
145943,2023-06-27,15:11:59,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,1.4,1.2000000000000002
145944,2023-06-27,15:13:06,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,3.15,2.7
145945,2023-06-27,15:14:16,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,2.0999999999999996,0.9000000000000004
145946,2023-06-27,15:16:25,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
145947,2023-06-27,15:16:37,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,3.3249999999999997,2.8500000000000005
145948,2023-06-27,15:17:45,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
145949,2023-06-27,15:17:53,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,2.0999999999999996,0.9000000000000004
145950,2023-06-27,15:17:53,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
145951,2023-06-27,15:18:40,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
145952,2023-06-27,15:18:40,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
145953,2023-06-27,15:19:35,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
145954,2023-06-27,15:19:35,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
145955,2023-06-27,15:19:35,1,5,Lower Manhattan,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,28.0,19.599999999999998,8.400000000000002
145956,2023-06-27,15:20:29,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,1.4,1.2000000000000002
145957,2023-06-27,15:22:12,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
145958,2023-06-27,15:22:12,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
145959,2023-06-27,15:23:47,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2.0999999999999996,1.8000000000000007
145960,2023-06-27,15:24:26,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,11.25,2.625,3.375
145961,2023-06-27,15:24:26,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,0.5599999999999999,0.2400000000000001
145962,2023-06-27,15:25:56,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
145963,2023-06-27,15:28:27,1,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1,1.47,0.6300000000000001
145964,2023-06-27,15:28:27,1,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone,2.65,1.8549999999999998,0.7950000000000002
145965,2023-06-27,15:28:27,1,5,Lower Manhattan,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,6.4,4.4799999999999995,1.9200000000000008
145966,2023-06-27,15:28:32,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
145967,2023-06-27,15:30:07,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2.0999999999999996,1.8000000000000007
145968,2023-06-27,15:30:30,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
145969,2023-06-27,15:32:19,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,1.54,0.6600000000000001
145970,2023-06-27,15:32:25,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2.625,2.25
145971,2023-06-27,15:32:25,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,0.5599999999999999,0.4800000000000002
145972,2023-06-27,15:32:47,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,10.5,2.4499999999999997,3.150000000000001
145973,2023-06-27,15:32:47,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
145974,2023-06-27,15:33:58,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
145975,2023-06-27,15:34:11,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2.17,0.9300000000000002
145976,2023-06-27,15:34:55,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
145977,2023-06-27,15:35:16,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,2.0999999999999996,0.9000000000000004
145978,2023-06-27,15:36:43,3,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,7.5,1.75,2.25
145979,2023-06-27,15:37:09,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,1.7849999999999997,1.5300000000000002
145980,2023-06-27,15:37:43,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2.625,1.125
145981,2023-06-27,15:37:43,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,0.5599999999999999,0.4800000000000002
145982,2023-06-27,15:38:10,1,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1,1.47,0.6300000000000001
145983,2023-06-27,15:38:10,1,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone,2.65,1.8549999999999998,0.7950000000000002
145984,2023-06-27,15:38:49,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,2.0999999999999996,0.9000000000000004
145985,2023-06-27,15:38:52,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
145986,2023-06-27,15:39:52,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,2.0999999999999996,0.9000000000000004
145987,2023-06-27,15:39:52,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2.625,1.125
145988,2023-06-27,15:40:09,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2.0999999999999996,1.8000000000000007
145989,2023-06-27,15:42:21,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,9.0,2.0999999999999996,2.700000000000001
145990,2023-06-27,15:42:29,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
145991,2023-06-27,15:43:38,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
145992,2023-06-27,15:44:03,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
145993,2023-06-27,15:45:08,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2.0999999999999996,1.8000000000000007
145994,2023-06-27,15:45:47,3,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,14.25,3.3249999999999997,4.275
145995,2023-06-27,15:46:25,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
145996,2023-06-27,15:46:28,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,12.75,2.9749999999999996,3.825000000000001
145997,2023-06-27,15:46:28,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,0.5599999999999999,0.2400000000000001
145998,2023-06-27,15:46:28,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2.0999999999999996,0.9000000000000004
145999,2023-06-27,15:47:29,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
146000,2023-06-27,15:48:20,2,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,4.2,1.47,1.2600000000000002
146001,2023-06-27,15:48:20,2,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone,5.3,1.8549999999999998,1.5900000000000003
146002,2023-06-27,15:48:40,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,1.75,0.75
146003,2023-06-27,15:50:14,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
146004,2023-06-27,15:52:03,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,1.4,0.6000000000000001
146005,2023-06-27,15:52:04,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
146006,2023-06-27,15:52:08,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,2.0999999999999996,0.9000000000000004
146007,2023-06-27,15:54:40,3,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,7.5,1.75,2.25
146008,2023-06-27,15:54:40,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
146009,2023-06-27,15:54:44,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,3.3249999999999997,2.8500000000000005
146010,2023-06-27,15:55:18,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,1.75,1.5
146011,2023-06-27,15:57:55,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
146012,2023-06-27,15:58:13,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,3.3249999999999997,2.8500000000000005
146013,2023-06-27,15:59:04,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
146014,2023-06-27,15:59:09,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,2.0999999999999996,1.8000000000000007
146015,2023-06-27,15:59:15,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
146016,2023-06-27,16:00:31,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,1.4,0.6000000000000001
146017,2023-06-27,16:01:13,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,11.25,2.625,3.375
146018,2023-06-27,16:01:13,1,5,Lower Manhattan,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,6.4,4.4799999999999995,1.9200000000000008
146019,2023-06-27,16:01:29,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
146020,2023-06-27,16:02:25,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
146021,2023-06-27,16:03:02,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2.0999999999999996,0.9000000000000004
146022,2023-06-27,16:04:49,3,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,10.5,2.4499999999999997,3.150000000000001
146023,2023-06-27,16:05:47,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
146024,2023-06-27,16:07:31,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
146025,2023-06-27,16:07:41,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
146026,2023-06-27,16:08:49,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,2.0999999999999996,1.8000000000000007
146027,2023-06-27,16:09:14,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
146028,2023-06-27,16:09:14,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
146029,2023-06-27,16:10:59,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
146030,2023-06-27,16:11:02,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,2.0999999999999996,0.9000000000000004
146031,2023-06-27,16:11:30,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
146032,2023-06-27,16:14:18,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
146033,2023-06-27,16:14:18,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
146034,2023-06-27,16:14:49,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
146035,2023-06-27,16:16:20,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
146036,2023-06-27,16:18:28,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,1.54,0.6600000000000001
146037,2023-06-27,16:20:56,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
146038,2023-06-27,16:22:45,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,7.5,1.75,2.25
146039,2023-06-27,16:23:06,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,3.15,1.35
146040,2023-06-27,16:23:12,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
146041,2023-06-27,16:23:49,3,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,6.6000000000000005,1.54,1.9800000000000004
146042,2023-06-27,16:23:55,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
146043,2023-06-27,16:24:19,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,2.0999999999999996,0.9000000000000004
146044,2023-06-27,16:24:19,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Caramel syrup,1.6,0.5599999999999999,0.4800000000000002
146045,2023-06-27,16:24:51,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
146046,2023-06-27,16:25:50,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,1.54,0.6600000000000001
146047,2023-06-27,16:28:42,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
146048,2023-06-27,16:28:58,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,11.25,2.625,3.375
146049,2023-06-27,16:28:58,1,5,Lower Manhattan,6,21.0,Coffee beans,Gourmet Beans,Ethiopia,21.0,14.7,6.300000000000001
146050,2023-06-27,16:31:34,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
146051,2023-06-27,16:33:29,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
146052,2023-06-27,16:36:19,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,2.0999999999999996,0.9000000000000004
146053,2023-06-27,16:36:19,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2.4499999999999997,1.0500000000000003
146054,2023-06-27,16:36:24,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,2.0999999999999996,1.8000000000000007
146055,2023-06-27,16:36:46,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2.17,0.9300000000000002
146056,2023-06-27,16:36:55,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
146057,2023-06-27,16:38:39,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
146058,2023-06-27,16:39:19,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
146059,2023-06-27,16:39:19,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2.625,1.125
146060,2023-06-27,16:39:39,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
146061,2023-06-27,16:39:39,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Caramel syrup,0.8,0.5599999999999999,0.2400000000000001
146062,2023-06-27,16:40:31,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
146063,2023-06-27,16:41:05,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
146064,2023-06-27,16:42:03,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
146065,2023-06-27,16:42:51,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,1.7849999999999997,1.5300000000000002
146066,2023-06-27,16:43:42,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
146067,2023-06-27,16:45:20,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
146068,2023-06-27,16:45:38,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
146069,2023-06-27,16:46:19,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
146070,2023-06-27,16:46:19,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,0.5599999999999999,0.2400000000000001
146071,2023-06-27,16:48:20,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
146072,2023-06-27,16:48:39,3,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,9.0,2.0999999999999996,2.700000000000001
146073,2023-06-27,16:49:30,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
146074,2023-06-27,16:50:11,3,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,7.5,1.75,2.25
146075,2023-06-27,16:51:01,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
146076,2023-06-27,16:52:02,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
146077,2023-06-27,16:52:54,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
146078,2023-06-27,16:58:14,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,1.75,0.75
146079,2023-06-27,16:59:01,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
146080,2023-06-27,17:00:19,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2.0999999999999996,0.9000000000000004
146081,2023-06-27,17:00:19,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
146082,2023-06-27,17:02:51,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
146083,2023-06-27,17:03:18,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
146084,2023-06-27,17:04:13,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75,2.625,1.125
146085,2023-06-27,17:04:13,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,0.5599999999999999,0.2400000000000001
146086,2023-06-27,17:05:47,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
146087,2023-06-27,17:05:47,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
146088,2023-06-27,17:07:02,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
146089,2023-06-27,17:08:58,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2.9749999999999996,1.2750000000000004
146090,2023-06-27,17:11:28,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
146091,2023-06-27,17:11:41,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,1.4,1.2000000000000002
146092,2023-06-27,17:15:40,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2.0999999999999996,1.8000000000000007
146093,2023-06-27,17:16:11,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,3.15,2.7
146094,2023-06-27,17:17:50,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2.0999999999999996,1.8000000000000007
146095,2023-06-27,17:18:57,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2.4499999999999997,2.1000000000000005
146096,2023-06-27,17:19:02,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,11.25,2.625,3.375
146097,2023-06-27,17:19:02,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,0.5599999999999999,0.2400000000000001
146098,2023-06-27,17:19:24,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
146099,2023-06-27,17:19:24,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Caramel syrup,1.6,0.5599999999999999,0.4800000000000002
146100,2023-06-27,17:21:25,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
146101,2023-06-27,17:21:29,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,1.75,1.5
146102,2023-06-27,17:22:13,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2.0999999999999996,0.9000000000000004
146103,2023-06-27,17:22:23,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
146104,2023-06-27,17:23:46,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,9.0,2.0999999999999996,2.700000000000001
146105,2023-06-27,17:23:46,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
146106,2023-06-27,17:24:01,3,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,9.0,2.0999999999999996,2.700000000000001
146107,2023-06-27,17:25:07,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
146108,2023-06-27,17:26:40,3,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,10.5,2.4499999999999997,3.150000000000001
146109,2023-06-27,17:27:13,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
146110,2023-06-27,17:27:43,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,1.75,0.75
146111,2023-06-27,17:30:35,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
146112,2023-06-27,17:31:23,3,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,7.5,1.75,2.25
146113,2023-06-27,17:31:37,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,2.0999999999999996,0.9000000000000004
146114,2023-06-27,17:31:37,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,0.5599999999999999,0.2400000000000001
146115,2023-06-27,17:31:37,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
146116,2023-06-27,17:31:56,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,2.0999999999999996,1.8000000000000007
146117,2023-06-27,17:31:57,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
146118,2023-06-27,17:31:57,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
